"NAME","VPIP","PFR","CBET","AF","WSD","hands"
"37662b14",32,16,0,11,80,31
"d9b4499d",33,0,NA,0,NA,3
"a55e3771",67,67,100,3,100,3
"e87e6ea1",100,100,100,1,0,1
"959a58d8",42,17,0,1,33,12
"6d8c1482",44,0,NA,1.67,67,36
"c6d8edeb",71,21,0,0.67,58,24
"1cfd6787",83,39,11,0.67,50,23
"30290cdb",100,33,0,0,0,3
"c0370332",100,50,0,0,0,2
"bb634a12",55,18,0,0,0,11
"e0c92dfd",30,16,12,2.33,56,50
"da0a433e",36,29,50,1.33,25,14
"b3df35f1",67,33,0,0,100,7
"3b0e3bce",67,33,50,4,0,6
"1a2a3b9a",65,32,17,1.22,80,38
"ca900c10",100,50,50,0.5,0,4
"2a29fb62",46,31,25,3,0,13
"eca81f02",46,38,30,2.25,67,26
"7d7f41f4",76,0,NA,0.29,50,17
"f7d4022a",44,24,33,5.5,60,25
"5e512efe",64,45,20,1.33,40,11
"bcd48afc",62,0,NA,2,50,8
"ba9fa082",80,80,25,1,100,5
"0af32e41",62,12,0,0,0,8
"1d0e0220",61,55,24,1,62,31
"57095c65",80,40,0,0.5,0,5
"d1bb4aba",80,10,0,10,100,10
"7ec1f870",61,31,6,3.67,64,61
"c633d04c",39,34,7,1.5,75,41
"06573a36",42,17,0,3,67,12
"a45ecec4",74,32,50,1.83,75,19
"91fefa52",46,12,0,1.86,60,65
"61431614",75,25,0,2,0,4
"bedf98b8",50,30,0,1.29,50,20
"d9fc331b",37,19,40,4,40,27
"3d8c6c21",30,6,50,0.43,86,33
"d7f6ed48",48,30,25,1.75,33,27
"0becf361",47,16,0,0.75,25,19
"0ca4cbc7",50,0,NA,0.5,60,12
"468bb78a",86,29,0,4,100,7
"8ca82832",75,75,33,0.67,0,4
"1ee680bc",38,8,50,5,100,24
"7cb2900a",42,8,0,5,100,24
"d7590d50",11,11,100,4,NA,19
"710f20b6",42,26,0,1,100,19
"c19b35d6",55,18,0,1,50,11
"071de82b",100,0,NA,0.5,0,1
"65977f13",21,18,17,5,50,33
"148ca9ed",50,50,0,0,0,2
"9eec4d02",62,41,14,3,38,34
"3c0f757a",67,13,50,5,0,15
"69fa10a8",43,24,0,0.5,50,21
"0aae40cb",81,44,29,5,29,16
"5471797d",50,33,0,3,60,12
"f6da2b59",50,25,100,1,NA,4
"a804d1f9",33,22,0,0,0,9
"db055105",40,20,0,1,33,20
"83580d98",100,100,0,0,0,1
"5707ff44",67,33,0,0,0,3
"f8e401af",29,18,0,0.4,50,34
"c88d6e5e",92,85,9,3,40,13
"0cb1152b",33,0,NA,0.5,50,18
"e035453d",44,22,25,3,67,18
"9cd57547",75,75,0,0,0,4
"ac943d7b",51,30,6,0.71,55,105
"497cfe98",45,20,25,1,67,20
"d1c1ac75",83,8,0,2,0,15
"722b4a41",50,28,0,2,20,18
"a64b86ef",67,33,0,0.33,0,6
"a4245831",40,0,NA,3,33,5
"b068d6ec",64,0,NA,0.67,80,11
"1ac3c9dc",58,23,33,0.88,60,26
"4817f7fa",44,17,67,9,25,18
"4ee15eb4",44,44,0,0,100,9
"354b597b",44,11,100,1,100,9
"19ddc755",83,17,0,0,50,6
"1138ab78",67,50,0,1,67,6
"34d7aa6c",75,25,0,3,100,8
"940616e9",83,33,50,1,0,7
"d5d85e22",62,0,NA,0.29,50,23
"7ab3a967",100,0,NA,5,100,4
"8e0341ee",75,50,0,0.17,50,4
"841bab23",100,86,17,1,0,8
"3a9150d9",47,29,0,1,100,17
"5fe98cc2",50,33,0,1,NA,7
"2c856a24",43,43,67,2,100,7
"e5ed9937",75,0,NA,0.17,75,4
"fb7bd9d4",75,0,NA,1,67,4
"7ca3d52d",0,0,NA,0,NA,1
"dc3c103d",50,29,0,0.5,43,14
"f03dcc3d",33,0,NA,1,100,3
"5ccfc1da",60,60,0,0,0,5
"3d67a4d4",47,24,0,2.5,33,34
"4b3b930b",69,69,33,3,50,13
"71aec856",83,83,20,4,100,6
"1cdd30e4",33,33,0,0,0,3
"46aec292",40,20,0,2,50,15
"ca10b0a6",78,44,12,0.4,38,18
"4dab0998",11,0,NA,0,NA,9
"35be16b4",22,11,0,4,100,9
"a6f93105",76,24,0,0.57,25,17
"d72b0d8f",43,35,50,6.5,75,23
"879b37a5",77,15,0,2,25,13
"049e195b",50,17,100,1,0,6
"f7841ff8",40,0,NA,2,NA,5
"bbf5caa5",80,60,0,0.67,100,5
"58097062",75,17,50,9,33,12
"9bd87401",44,32,25,1.62,71,25
"5cb6ec73",71,29,20,2.5,67,17
"d7ba2221",64,29,0,3,71,14
"753e6303",70,20,0,0.2,50,10
"beb31c6a",100,33,0,5,100,3
"e23d793a",0,0,NA,0,NA,3
"e64e4904",67,5,0,1.12,25,21
"0836e5d5",42,30,35,2.89,83,76
"fb1b919e",58,46,17,2,80,26
"7e5c5790",70,20,50,1,0,10
"5efeae7a",50,25,0,0,100,4
"9e962338",25,0,NA,4,100,4
"0e3cfccc",60,20,0,2,100,10
"e6eff826",67,0,NA,2,0,6
"be1dd2b1",80,20,0,3,33,10
"ec7c71ad",30,20,50,4,100,10
"2ec9c7ad",50,0,NA,0,0,2
"c6623f59",47,12,0,1,0,17
"a5d72b3a",35,28,0,0.75,62,41
"20ea3238",40,33,0,4,33,15
"a4c4018f",48,38,9,0.4,57,29
"410351c4",50,17,0,3,0,12
"4acdc03f",100,100,100,1,0,1
"e9cb44a8",57,36,20,1,100,14
"f3a257d0",100,100,100,1,0,1
"5077670d",41,21,0,2,67,30
"66148a85",50,50,0,0,0,2
"b009b632",63,11,0,3.25,0,21
"2b5c3a4f",57,33,57,2.5,60,21
"8a9c816d",50,14,0,2,50,14
"f9964e28",32,32,33,1.67,0,19
"ad0357ed",55,19,0,0.43,60,31
"45ff7286",75,75,50,2,33,8
"e46eb25d",54,15,50,1.5,75,13
"c12e5057",80,60,0,1,33,5
"79daa9fe",60,40,0,0,100,5
"9334f132",83,8,0,1.67,0,12
"d956552c",50,0,NA,1.5,0,4
"c8c0b094",100,50,0,0,0,2
"01e84fb3",42,17,0,0.5,50,12
"bf906bbf",50,33,25,6,0,12
"c4f43d51",56,31,20,2,71,16
"78d09634",81,31,20,3.5,50,16
"dd8bd800",55,45,40,1.67,75,22
"8d013120",38,0,NA,0,0,8
"2e7f76b4",71,29,75,3.5,67,14
"022fd959",71,14,50,2.5,50,14
"383a05b1",80,40,0,0.5,100,5
"0252d257",100,100,100,2,0,3
"7c0d3cd2",61,43,17,2.5,57,28
"7647601f",29,18,0,0,33,28
"94c847e8",83,42,0,0.43,100,12
"f996356b",50,50,0,0,0,2
"cd325359",67,33,0,1,0,3
"edfd10df",47,12,0,3,67,32
"90918441",100,75,0,0.6,0,4
"8f04277e",60,60,33,1,NA,5
"fa474097",80,40,0,1,100,5
"136fb45d",67,0,NA,1,0,3
"8afec964",51,22,0,5,33,38
"49f01042",43,18,20,1.25,75,28
"a47ce9e7",100,0,NA,2,100,1
"7cb7000d",0,0,NA,0,NA,1
"5fad05fe",62,12,0,3,100,8
"4d65d796",38,12,0,1,100,8
"4a2bb20c",54,38,20,1,0,13
"7b4bad62",58,42,12,2,25,19
"1fd71292",83,50,0,0,0,6
"b83511dd",44,20,0,6,50,41
"4e97599e",64,14,0,0,40,22
"357d7a68",20,13,0,0,100,15
"6d434798",47,33,0,2,50,15
"fb44434c",50,33,0,0,50,6
"4166a7e3",33,17,0,1,100,6
"504a2c53",58,4,0,2,71,24
"19880229",100,67,0,2,0,3
"01da4d1d",100,67,50,5,0,3
"12988eaa",71,43,33,2.5,100,7
"fe504d17",75,25,0,3,0,8
"c99dba4a",88,62,20,0.57,83,8
"ab15f4ec",67,8,0,2.5,67,12
"a712acf9",67,0,NA,0.5,50,12
"6dbea2cb",67,67,0,0,100,3
"42bedd53",67,67,0,0,67,3
"cda36e19",36,7,0,8,25,28
"e477d23f",58,25,0,0.38,100,12
"f8ea1b5a",33,0,NA,1,0,12
"fa802fa5",58,21,25,1,40,19
"c993e7e4",20,12,67,2,100,26
"77dbaefc",35,27,14,0.75,50,26
"860b5c5a",70,70,57,1,33,12
"75384b40",100,0,NA,1,0,1
"625b324c",33,0,NA,0,NA,6
"72f69663",67,67,25,1,100,6
"ab311fa4",80,20,0,7,67,5
"6c803eec",40,0,NA,0.25,50,5
"73172f5c",58,25,0,0.67,25,12
"4d699543",78,67,17,1,33,9
"b1f55824",75,25,0,1,0,4
"a6ec8624",45,17,20,0.58,0,29
"ab42a9ce",46,27,8,3.33,83,48
"eb26df6f",48,14,33,0.83,50,22
"f1c35aeb",36,14,0,0.75,75,22
"c1046457",54,23,17,0.89,50,26
"891286cc",100,33,0,1.5,0,4
"c99c3eec",46,31,25,4,67,14
"3b0ff137",46,15,0,0.25,33,13
"2141bfc9",41,12,0,0,0,17
"c592621c",62,0,NA,1.75,0,13
"8ab6f71a",43,36,20,2,0,14
"d8a82c9e",47,13,0,1.5,0,15
"90a45a01",30,26,15,6,67,54
"0325a453",63,16,0,1.14,40,19
"b377da18",64,4,0,0.73,44,25
"fbe6e570",40,40,0,0,100,5
"6a510fb1",80,60,0,3,100,5
"16303020",51,36,13,1.88,50,90
"68f06917",29,6,0,1,25,31
"31dc15d4",64,18,0,4,0,11
"eae3ace0",38,10,33,0.5,56,29
"84378eb1",68,18,60,3,42,34
"dbf94eb3",80,40,0,1,0,5
"741085c8",43,7,0,1,0,14
"42c4e4c5",55,18,50,3,0,11
"f84ce0dd",27,18,50,3,67,11
"65f3a018",80,20,0,0,25,5
"e948a921",57,13,0,3,80,24
"5c329835",40,0,NA,1.33,50,5
"0a9132c8",33,33,75,1.5,67,12
"342a7e81",100,67,75,4,0,7
"ee20f0c4",59,25,12,1,54,34
"e49b5a1c",67,17,50,1.25,0,12
"3efcd5a5",56,36,44,5.33,50,25
"e599be82",43,14,0,2,0,14
"3f870de3",68,34,31,4,43,40
"7f51a60b",59,50,18,4,40,22
"74c84b7c",100,0,NA,4,0,2
"66e4b6fd",47,0,NA,0.2,62,19
"94932f12",50,5,0,1,38,20
"845666ee",40,20,0,4,33,15
"0514c962",67,7,0,1,100,15
"1d63fc6a",54,38,40,2,60,13
"59668f57",62,23,67,2,80,13
"4ded9f5e",56,19,33,0.5,33,16
"014052f8",86,29,50,2,100,7
"724f81d1",53,30,0,1.67,50,43
"bfd7b96a",100,0,NA,3.5,0,9
"90f4b545",75,33,25,0.89,60,25
"50b147db",73,18,50,2.75,100,22
"fa5529db",50,0,NA,1.5,0,8
"73d2ab2d",62,12,0,0.5,0,9
"ac423d8d",56,6,100,5,0,16
"2e946259",71,71,40,2,100,8
"3771ef23",50,25,50,1,0,8
"c0964003",67,13,50,2.8,25,15
"ba8635bb",56,3,100,1.78,57,32
"e4b621e5",37,11,50,3.5,50,19
"58bc52dc",64,57,12,0.25,40,14
"727ef942",56,21,36,2.5,50,52
"270c303d",100,50,0,0,0,2
"e4f9c315",29,0,NA,0.33,50,7
"361ca199",57,43,11,0.5,67,21
"564dd4e3",60,20,0,1,0,5
"16ff6be6",80,0,NA,4,100,5
"1c455f53",41,17,0,2,50,29
"75326455",30,19,0,1.33,55,57
"49bbd218",79,36,80,1.38,75,14
"63dbf51b",100,67,0,0.5,0,3
"e5d2823c",50,50,0,0,0,2
"5838f77e",60,20,0,2,100,10
"de7c0e8a",52,13,100,1.8,100,26
"77c1e968",41,27,33,7,50,22
"2b0cf3d7",56,36,11,1.5,40,25
"9929e6a3",62,35,46,1.27,67,37
"a3b43389",100,100,0,0,0,1
"1cf898f2",56,28,20,1.67,100,19
"b11fc68a",64,50,14,0.2,50,14
"aa55947f",83,0,NA,2,0,6
"2da4e43f",50,25,0,0,NA,4
"75c58191",52,29,33,1.11,57,31
"7a343ba9",43,36,30,10,25,28
"bfaa5271",53,5,0,0.6,40,19
"295d2140",40,36,33,15,25,25
"8712a992",50,0,NA,1,0,4
"219f602e",35,12,50,1.33,75,17
"bcb4584c",29,6,0,2.5,67,17
"2a45967e",55,15,0,2,0,23
"ade266fd",100,60,0,0,0,5
"02250a4b",62,15,0,0.8,50,13
"8e25594b",23,23,33,4,50,13
"b5f38023",56,11,0,1.83,86,31
"3dbdcdc2",100,0,NA,0,0,1
"9d2bcc02",64,45,33,1.83,20,33
"46ecf7c6",38,12,50,2.8,33,32
"c38624c9",70,12,33,2.78,33,51
"6952e20f",62,9,50,2.6,73,47
"cf8dd090",86,29,0,1.5,50,7
"985089cd",67,33,50,2,75,6
"9a65ff8d",100,50,0,2,0,2
"a62d36e8",58,7,33,0.25,74,45
"c8f3495f",41,18,100,8,29,18
"a59b4797",27,18,50,3,100,11
"27f63941",45,9,0,4,60,11
"f827a5d9",68,11,33,0.93,27,28
"3fbe7671",75,12,0,5,0,8
"3f1ee8f2",64,6,0,2.5,71,39
"45321c45",40,40,25,3,50,10
"d688e8f0",54,54,11,0.6,50,35
"f5101a75",0,0,NA,0,NA,40
"e73fb7d3",71,0,NA,0.29,75,14
"de29dc7f",52,12,20,1.27,50,42
"1dfc423a",34,29,10,0.83,17,35
"90d147ff",75,75,0,1,50,4
"cbeda991",50,25,100,1,0,5
"3850cad7",60,20,50,1,50,11
"1c97b866",42,6,0,1,55,31
"adf44e9b",100,0,NA,0,0,1
"871411fa",100,100,0,0,0,1
"d2657cb2",70,34,53,3.29,12,44
"614e152b",56,20,20,5,100,25
"f51d2655",64,27,17,4,67,22
"5d4346c7",100,100,100,1,100,1
"d8113ca0",100,0,NA,0,0,1
"749d3625",55,9,0,0.6,100,12
"6be20033",25,8,0,4,0,12
"ab164eec",100,44,50,11,100,9
"72861b10",100,50,0,1,0,2
"ecb31d62",90,60,17,0.83,75,10
"fd38e209",100,0,NA,2,0,1
"4dd0f221",47,13,50,0.8,60,15
"fb899fd1",100,100,0,0,0,1
"6de8a31e",100,100,0,0,100,1
"7826ef65",36,18,0,4,75,22
"e61d65d6",45,41,0,0,67,22
"966dd5f6",50,30,33,2,0,10
"2e5680f3",52,29,33,4,25,21
"35cea835",56,25,0,0.14,20,19
"5b5d19ef",31,14,0,2,43,38
"2b81f037",56,33,67,1.5,100,9
"a7da09f9",60,26,0,5.75,47,53
"9534e311",58,8,0,1,43,12
"38d909d8",38,12,33,1.67,88,26
"5c808879",47,16,0,0.5,29,19
"c79e8dd9",52,37,17,1.6,55,67
"6c00639e",0,0,NA,1,100,1
"64cf45d3",60,21,0,3.25,44,46
"866d6145",42,21,12,3.33,29,38
"56747c81",50,8,0,0.48,40,36
"5897beb4",48,14,75,7.33,100,29
"1ba30afa",78,33,0,1.5,33,9
"ebefd2ce",29,14,0,1,NA,14
"6bd11063",57,57,38,5,50,14
"42ddeffa",33,0,NA,0,NA,3
"d17b0af4",33,0,NA,1,100,3
"3cd7f91f",70,10,0,0.4,67,10
"a0995c5d",77,62,75,10,50,13
"a16baab1",45,11,0,2.33,33,38
"5a17ae79",63,26,40,3.25,25,19
"43bda7f6",67,17,0,4,0,6
"fd0d7353",100,43,33,7,50,8
"9ce479cf",38,38,67,2,100,8
"dc7e7c7d",38,15,0,3,50,47
"1c511a3b",39,18,0,5,33,28
"4096951f",60,5,100,0.67,67,20
"e3b19830",59,29,20,0.33,33,17
"25c44030",56,44,25,1.33,83,18
"34ccb176",44,40,0,3,29,48
"49a36f8b",53,7,0,2,40,15
"10021fda",68,53,0,2.5,40,19
"9021ee22",50,0,NA,0.5,0,6
"135f3d11",70,20,50,0.83,0,11
"69ea9a94",42,20,0,0.77,77,65
"8122be12",67,33,100,1,33,4
"f75696be",46,22,12,1,33,37
"371c774b",46,23,0,2,67,15
"75ba7dbe",10,10,0,0,NA,10
"5367eb11",60,50,60,6,100,10
"8d96f086",24,0,NA,1,67,33
"eb2ffbea",36,11,0,1.67,20,29
"cfa0fe76",60,60,0,2,100,5
"85d3f04f",60,0,NA,0.33,0,5
"c199bd2d",56,15,50,10,0,27
"a0f71305",48,4,50,1.46,56,56
"6850d4eb",25,8,0,1,0,12
"4de892b7",78,33,33,4,67,9
"798e0f33",67,0,NA,0.56,40,12
"f63540c3",45,9,0,0.2,0,11
"ca82e2b8",70,17,0,3,75,26
"32c6074d",28,13,0,1,75,46
"fd9b83a0",50,28,0,0.8,29,36
"47ebaacc",55,27,33,0.83,0,11
"bda35088",53,9,33,2.5,71,32
"e386c198",72,37,14,1.4,62,60
"f74eb0c6",50,17,0,0.5,0,6
"45a943ba",56,25,0,2,100,16
"0320074e",41,14,0,4.5,33,37
"68f6e2b8",44,22,0,2,0,9
"301b6c87",50,18,0,5,100,22
"eac5b172",69,22,46,1.44,38,59
"49416f42",100,88,43,3,75,8
"d40bb7f4",33,11,0,1,50,9
"f649e19f",50,50,40,3,100,10
"294e7fa9",45,36,50,2,100,11
"8e70bdc0",55,27,33,3,0,11
"4a0745b9",75,25,0,0.67,100,4
"51a2ee7c",100,67,50,0.5,0,3
"a4c485f7",40,20,38,10,25,40
"91b02390",57,14,0,5,0,7
"b8af201e",38,15,10,0.61,69,69
"91d7dd16",100,0,NA,1,0,1
"217ea67a",75,50,100,2,100,4
"88192868",67,67,50,0.33,0,3
"36d89a55",80,60,67,2,100,5
"0e94f262",37,0,NA,0.33,60,19
"68e73521",45,18,50,1.5,40,11
"ed3e8754",47,20,20,1.83,54,49
"fdd75001",100,60,33,2,100,5
"4d8d4c6d",33,0,NA,1,0,3
"bd45dd76",86,57,25,2,50,7
"ba0e0676",100,20,100,2,100,5
"8fc15b99",80,40,50,1.25,0,5
"0fb73402",67,33,0,0.6,0,6
"a4e5718f",83,33,0,2,33,6
"b479bedc",100,67,0,2,0,4
"73d9979d",59,4,0,0.67,75,29
"e57e626b",47,25,33,6.5,50,36
"2be8294f",64,9,0,0.67,25,11
"3a5dccb3",78,33,33,1,100,9
"d58a84b0",100,100,0,0,NA,1
"5e265cef",29,14,100,2.5,100,8
"a4c38822",100,100,0,0,0,3
"f690db4a",35,15,0,7,50,57
"1d44bfb9",38,9,25,14,33,45
"e1abf7dc",45,18,0,2,0,11
"7eca2c8d",48,21,22,2.57,67,43
"516532c8",100,67,0,1,0,3
"82900ae9",48,24,14,0.5,50,30
"83c41b11",66,9,20,0.63,41,57
"a10f9797",40,0,NA,1.83,33,15
"cbc01bca",44,32,12,0.7,67,25
"6486fc88",50,7,0,2.5,0,14
"b7bb9af9",67,33,0,0,33,4
"6488e1e2",52,27,25,2,67,44
"44588b31",55,20,25,0.86,43,20
"5852eb8a",40,5,0,1.67,100,20
"b828cfce",42,14,0,0.75,50,43
"83fe4c4c",100,0,NA,1,0,2
"7c45967c",71,38,12,3,40,21
"cf9b88f7",53,13,0,0.56,33,30
"f0dae4be",56,56,0,0,25,10
"b70e4956",50,40,25,1,60,10
"2f51508e",89,11,0,1.25,50,10
"365d2b31",62,31,50,2.33,57,14
"3b11d131",70,35,14,1,50,23
"9f21afd2",64,9,0,0.2,33,11
"8cf3aa94",47,37,43,6,0,19
"1e732c9e",67,67,50,1,100,3
"0c925937",100,67,0,2,50,3
"1273811b",32,23,10,0.75,75,47
"c38d130e",52,28,25,2,0,29
"5e74093e",20,0,NA,3,0,5
"64364c73",53,9,0,3.25,43,32
"ef81a55a",25,25,0,1,0,4
"c99fa0a7",61,11,50,0.62,60,18
"9040685e",100,100,0,2,0,2
"81fac800",57,29,50,0.5,0,7
"1d18aa13",58,15,40,3.43,50,33
"0997e384",32,7,0,0.3,57,28
"b291ba77",31,8,0,4,0,13
"8b137fa0",67,24,0,5,25,21
"695afecc",75,50,50,3,100,4
"3f7c30a6",75,0,NA,0.33,0,4
"4ede096a",86,29,0,1,60,7
"6bf113e5",76,29,40,0.33,50,17
"986decfd",66,36,0,1.5,55,54
"9a91d604",67,50,33,3,50,18
"81eef4d1",33,17,0,0,NA,6
"6d3cd6ad",50,50,0,0,100,6
"b4f6fe7d",57,38,12,1.5,50,21
"c7936fbe",59,35,17,1,25,19
"6a37e1a4",50,32,43,2.25,60,22
"eaff5ffa",36,0,NA,1.25,60,16
"0fb69d5a",83,83,40,2,33,6
"c7797e29",42,7,33,1.2,40,40
"e9557595",75,40,27,5.33,92,67
"4c8a2693",72,28,0,0.8,33,26
"5a8a6f87",36,7,0,1,NA,14
"adb3cab7",56,44,0,1,80,9
"097661bf",67,22,0,3,50,9
"8d8d2eb5",40,10,0,1,0,10
"232b9120",22,0,NA,0,0,9
"c41cc375",53,32,50,2.23,31,76
"0fa6de03",26,10,0,9,33,39
"99abb58d",100,100,100,3,0,1
"920cf99c",61,30,20,1.6,71,33
"63a702f7",35,15,33,0.67,33,22
"9b8e6514",0,0,NA,0,NA,10
"fdde37d7",70,40,25,0.67,100,10
"c5e15a3e",67,0,NA,0.8,33,9
"fd4b05a7",58,10,12,2.56,71,80
"59fc6877",45,18,0,0,33,11
"cdeee7a4",51,8,67,2,75,37
"642904bd",71,9,33,2.2,80,40
"a48ae450",53,21,25,4.33,50,44
"87d4b0f2",60,30,0,0.43,50,10
"75f1213d",55,18,50,1.9,56,22
"15fa72f6",42,12,0,3.33,57,24
"a436acc9",0,0,NA,1,0,1
"39405f7c",31,3,0,1.25,60,29
"5112f2d9",50,20,50,2.2,17,22
"fca38165",36,4,0,0.83,33,26
"e0c8fa45",41,12,0,2.5,50,34
"02d8d7e2",50,50,25,1,0,8
"5b2263aa",50,33,0,2.5,100,18
"42faf5ab",48,19,40,1.14,67,27
"15e630a7",41,5,0,7.5,60,50
"cb74ca8c",73,27,50,1,50,15
"c544fde7",67,44,0,1,75,9
"1fa73f53",100,0,NA,0,0,1
"b1948374",23,0,NA,0,100,13
"8a0e781e",46,38,40,1.33,25,13
"83a8a617",40,40,50,2,0,5
"8172a521",33,17,0,2,0,6
"95f9f8c4",11,11,100,1,NA,9
"19f4df3c",78,56,20,5,100,9
"76e7afbe",11,6,0,1.5,50,36
"709c2055",75,38,0,0,0,8
"a09e4466",53,27,50,1.33,75,15
"912a3e6c",73,60,0,1,60,15
"0dff9d53",56,44,12,2,43,39
"64c619bd",47,18,33,1.75,20,17
"abdb7c2f",45,29,17,1,55,42
"26a03974",0,0,NA,0,NA,1
"f9973dcc",91,9,0,0.5,43,12
"cbd863e8",45,42,12,8,57,38
"b24c29dc",46,23,67,5,100,13
"43f05442",38,11,0,0.92,29,37
"44ff1903",34,9,0,2,50,56
"ef509860",51,30,22,5,70,61
"ac202430",54,38,20,2,0,14
"4360fb8f",48,35,12,2,100,23
"24f9d263",60,0,NA,2.5,50,10
"b364d8e8",80,20,50,1.33,75,20
"93ca8e96",34,17,20,2,57,29
"0dba2e0f",30,0,NA,0.15,57,29
"75d5c532",51,13,40,2.75,50,45
"84809276",40,40,25,1,0,11
"e30b7e36",55,9,0,0.18,60,22
"5fd82cf2",37,24,9,2.5,57,46
"f4984881",68,43,6,1,29,37
"41babd20",52,28,29,0.94,69,50
"432d535e",100,100,0,0,0,1
"4a9ead33",62,62,40,2,0,8
"a45cc256",52,29,17,1,0,21
"67bda29a",43,37,18,0.75,40,30
"864b9f73",53,18,0,0.67,67,17
"701ebf9d",41,41,14,1.5,0,17
"273d69e4",59,47,12,6,100,17
"8ac9767a",53,35,8,1,50,34
"9c760e4f",39,33,17,2,25,18
"777b537e",50,0,NA,0,NA,4
"e9112f06",47,27,75,1,67,15
"727f3e3d",50,50,0,0,100,2
"ecbebecc",50,0,NA,1,NA,2
"e3b474c8",39,27,0,7,25,33
"cfb56f39",36,11,0,3,0,28
"364b386a",50,29,0,0.5,67,14
"acdb8c1c",47,37,18,0.77,67,59
"bb50304d",40,36,25,3,50,45
"bf2ffc89",53,27,12,1.33,50,30
"5d6a2c14",56,30,0,4,60,27
"c0de286c",50,25,0,0.67,0,12
"a93f8745",80,60,33,3.5,0,10
"4ad9f995",54,19,14,1.62,67,37
"38b1ee45",34,22,8,1.17,44,59
"835bd5da",78,11,100,1.29,20,9
"67f04d1c",61,26,0,5,62,38
"b0f34d10",47,29,0,0,50,17
"02c24a3f",26,11,0,2,29,35
"2f827197",40,0,NA,2,0,5
"0828732b",20,20,0,3,0,20
"d549107d",32,11,0,0.5,25,28
"ed9a8434",63,53,20,4,100,19
"37e8db14",58,32,33,1.2,100,19
"1585815e",30,20,0,2,100,20
"85b135e5",46,23,0,0.5,0,13
"4ffd348c",79,36,20,0.86,50,15
"372f58bb",71,18,0,1.6,67,17
"607804a2",78,33,33,0.44,60,9
"cdbd97f9",33,33,33,2.5,50,9
"237998d6",50,33,75,3,33,12
"05c5abb1",90,0,NA,0.5,50,10
"bcccd61e",37,16,0,2,0,19
"28139e3f",47,7,0,0.67,0,15
"b864d50c",100,100,50,1,100,2
"34ed234d",0,0,NA,0,NA,2
"42c8f7a6",60,50,20,1,75,11
"55f78ad9",50,0,NA,0,25,10
"d3537046",83,50,100,1.25,100,6
"fb79d756",67,0,NA,0.33,0,3
"63499c2c",100,67,50,3,100,3
"babdec9d",39,11,0,0.8,50,28
"a5920d73",64,16,50,1.71,40,25
"44897409",38,25,0,0,0,17
"015faf16",30,17,0,1,33,32
"953f626b",52,24,0,1.25,50,33
"f50b0395",40,20,0,0,0,10
"b5583f54",43,38,50,2.5,50,21
"508be2cb",100,25,0,0,50,4
"612a0024",60,40,50,1,100,5
"9cc43d29",100,0,NA,0,0,1
"1a20faee",100,86,33,2,100,8
"02359c31",31,0,NA,0.5,100,13
"cb94afdd",67,50,17,2,100,13
"47115707",62,50,50,2,0,8
"30593e4f",73,27,50,4.5,67,15
"fd796a1d",65,53,56,4,20,17
"b8c0c5ae",75,25,50,0.2,33,10
"9af479bb",58,8,0,4,0,12
"b50a480f",43,18,20,1.8,40,28
"c86d88dd",54,15,29,1.2,57,48
"be35c34e",50,50,0,0,100,4
"158e724b",50,0,NA,2,NA,4
"34d7d13e",50,50,0,0,0,6
"d9b641be",35,21,10,5,100,48
"81caef4d",50,20,0,0.33,0,10
"214548eb",52,31,0,0.5,67,30
"849d543e",57,0,NA,7,50,7
"6f5e15d9",86,14,0,0.67,50,7
"44f7b769",83,50,0,0.33,NA,6
"b5abc8ad",67,17,0,3.5,100,6
"02104ff7",37,28,31,4.67,50,46
"969dc5a8",71,12,0,0.5,25,17
"8f6ee872",73,60,11,2.5,50,17
"e80be282",50,5,0,1.8,80,20
"081db0ae",75,25,50,1,33,9
"917a6180",50,38,33,3,NA,8
"100dafe8",100,50,0,0,NA,2
"e083256c",100,50,0,2,100,2
"4033a286",64,36,60,1.2,50,15
"2c7b57aa",57,23,29,3.67,50,30
"207e7dee",86,43,0,1,0,7
"2fea61cd",75,25,50,4,100,8
"a0e8c31e",73,27,0,0,0,11
"7c9f8d62",73,64,57,3.5,75,11
"b52853f4",50,0,NA,0.76,55,28
"9bc67429",44,33,67,1.25,33,9
"330c107c",50,25,0,0,0,4
"24e73e79",59,59,8,3,25,22
"8f933d30",50,29,25,3,0,14
"d30ceb80",38,27,30,2.2,80,37
"9856b356",62,12,22,0.72,42,73
"c6ac2095",0,0,NA,0,NA,38
"1c719a41",50,21,0,1,40,14
"398b17d9",64,21,33,0.4,33,14
"e2f7b25a",52,39,11,1.5,75,23
"9775bfd3",50,14,0,0.75,50,23
"56e1a205",100,100,100,1,0,1
"d568c333",73,50,27,0.78,44,22
"0e43db15",100,50,0,0.5,0,4
"5fb3d085",45,27,0,0.75,75,11
"45a2e38f",50,0,NA,1.6,0,10
"36e496a9",73,18,50,2.67,80,11
"97693fee",59,32,14,8,100,22
"493e28c2",67,46,9,0.6,67,24
"15f577ae",29,14,0,0,100,7
"426c61e2",50,7,0,0.57,71,46
"9cc5a3d9",31,25,15,5,20,51
"032e3e45",85,69,11,2,0,13
"5ef518f2",59,9,0,0.5,50,27
"40d91def",67,8,0,2,0,24
"51ef1cbc",64,43,33,5,0,14
"88c844cd",39,6,0,1,38,31
"2a69a6b6",83,33,0,1,33,6
