"NAME","VPIP","PFR","CBET","AF","WSD","hands"
"74e28217",50,25,0,0.67,0,4
"239d35de",75,19,67,1.15,50,16
"392bea77",54,0,NA,1,0,13
"9991546d",54,15,50,0.88,67,26
"89b3a6eb",100,100,0,0,0,1
"4c76aca9",62,54,29,5,100,13
"b369308c",67,0,NA,0.33,0,6
"a991a0fd",59,22,7,1.57,44,64
"29ff5f57",54,14,0,5.67,0,40
"54d0f381",83,50,0,1.5,33,6
"da66fd90",58,33,50,1.75,80,12
"f6366e9c",82,18,0,1,0,11
"f94c382f",62,15,0,0.5,0,13
"f2d2956c",64,18,0,0.2,67,11
"97bbea82",100,0,NA,0,NA,1
"929eae8d",100,100,0,0,100,2
"25cd4fdb",100,0,NA,0,0,1
"a27d3929",56,11,100,0.67,25,9
"30fe986c",50,33,0,0,0,6
"2a3e5926",71,29,0,1,100,7
"1d59dc40",33,33,100,1,0,3
"f5c63093",43,36,20,1,100,14
"a237ca82",36,18,0,2,0,11
"88b594d3",40,20,0,1,NA,5
"485383d8",89,44,75,2,0,9
"5be38cf9",38,17,0,2.25,71,24
"05860cbe",51,3,0,0.19,60,63
"0f35d18c",30,23,0,12,33,30
"dba248e1",100,50,0,0.5,0,2
"48ccb43d",45,9,100,1.6,0,11
"56788e73",58,8,0,0.71,67,15
"ab994bb3",86,57,25,3,33,7
"e2768e90",42,33,0,0,100,12
"41481fd9",42,8,0,3,100,14
"dca8a45f",62,12,20,0.76,50,40
"4a60c5fe",100,100,100,3,0,2
"3eb50860",33,25,0,5,33,24
"45d880e1",83,50,0,2,33,6
"3f1536c1",46,21,50,2.57,78,48
"5ce7ee4c",81,56,22,6,33,17
"9d60f60a",70,50,40,2,67,10
"00021ae5",62,12,0,0.56,43,16
"3ff95718",54,38,20,4,33,13
"199f0374",54,46,9,2,33,24
"7bceb5c7",49,27,24,3.71,62,94
"866a3389",75,50,0,0,0,5
"85b9276c",62,15,100,6,50,14
"7db18fe6",46,23,38,1.36,55,56
"50cdaaea",69,19,0,1.5,75,16
"89340906",53,33,20,1.33,40,15
"d382176d",25,25,0,2,0,4
"604d944d",53,41,14,2,80,17
"a4217051",60,40,0,0.33,0,5
"ad1c1d46",40,0,NA,1.5,20,20
"fb7e9875",75,8,0,1.33,40,12
"bdab2784",55,9,100,3,0,11
"1d97d8d0",44,12,0,3,0,17
"da2ef1a9",50,12,0,5,100,8
"bddb02e5",88,38,33,0.25,50,8
"10b89c4c",32,23,14,1.5,83,31
"a13ffd45",48,13,0,0.33,75,31
"f26a791b",52,41,0,0.67,50,27
"a2cfd4ec",37,0,NA,1.8,67,27
"23139933",83,50,33,0.75,0,6
"265379cc",48,16,25,1.12,60,25
"797efa23",100,100,100,2,0,1
"7db38f38",75,25,0,0.45,75,8
"10a9cf30",24,12,33,0.71,50,25
"eecdbff9",62,4,0,2,62,25
"bde76633",100,100,100,1,0,1
"87cfae9e",55,26,20,1.22,71,38
"16982115",47,20,33,2.4,50,15
"ff7ca16d",75,50,50,1,0,4
"d35bbb21",55,0,NA,0.62,33,11
"79df6457",69,31,20,6,0,16
"a478a2e6",25,25,100,1,0,4
"a03b745e",67,33,0,2,100,3
"3f56c143",67,33,0,0,NA,3
"0e078806",64,36,0,2.33,0,11
"a993f87f",100,100,0,2,0,1
"1d0bf15b",33,33,100,1,100,3
"ebf44f89",67,33,100,3,100,3
"03c7c548",52,16,75,1,36,26
"3226466b",61,0,NA,0.14,50,18
"42ee63c3",50,50,100,3,100,2
"ce1b04ce",86,14,33,1.27,47,21
"89c69802",70,22,38,0.88,50,60
"d55c45d6",0,0,NA,0,NA,32
"4deea7bc",75,25,0,2,33,8
"d2150fec",75,36,50,3.33,43,28
"7cf2591e",43,29,0,1,0,7
"419540e1",51,28,12,0.5,62,61
"24e52e8c",73,13,50,15,20,15
"3d73cc01",60,0,NA,0,100,10
"be9a6f25",40,30,33,4,33,10
"118c80f9",60,10,100,2.33,0,10
"418b6ea3",52,0,NA,0.92,30,33
"32d51cdf",100,100,0,0,0,1
"a5d9f83b",53,47,14,7,50,15
"5126b3d3",49,15,0,1.33,50,52
"bf6c5b96",32,26,0,2,0,19
"40de47dd",70,30,0,2,0,10
"1f51d7df",65,47,12,0.67,75,17
"d8d6fbf4",50,12,50,0.33,67,17
"4e4ec845",50,25,33,6,50,24
"753d1edc",33,33,100,1,100,3
"e17bf25c",33,0,NA,1,NA,3
"ace586f5",100,50,100,4,100,2
"4a7bc225",50,0,NA,0,NA,2
"5ec7dccf",55,29,11,0.83,50,31
"d30b4841",20,20,0,0.5,0,5
"9be08c55",50,25,0,0,NA,4
"0ca77977",75,25,0,4,100,4
"47339cf3",41,18,33,3.67,17,17
"a74eeac7",67,33,50,4,0,7
"e1ad7fae",60,5,0,0.33,50,20
"ea5ee996",79,59,24,5,22,29
"d70dbbcd",40,30,33,3,20,24
"8cc2eaa7",46,29,0,1,67,24
"bbe26892",78,67,50,2.33,50,10
"fec53ee3",60,10,100,4,100,10
"ddd079de",80,30,33,0.86,100,10
"cf85c481",80,40,50,2,0,5
"717e36ea",88,62,20,3,0,8
"9d416eb5",61,11,0,2,33,18
"2b257c6d",67,33,0,2,0,9
"289f0848",47,40,17,1,67,17
"4c5ad727",58,9,50,4.5,29,43
"3be06623",20,12,0,0.5,75,49
"f9097550",42,30,8,0.86,54,43
"7c0dbfd6",50,38,0,0.2,71,24
"198cc549",57,29,0,0,0,7
"8529345c",57,19,0,0.83,0,22
"5ce0f55a",18,18,0,3,0,11
"94301070",45,12,0,1.75,40,42
"22dc2886",100,0,NA,1,0,1
"588cad7d",25,12,0,0.33,25,32
"8f5e1c6c",36,26,36,2.67,50,42
"1c073809",45,29,0,9,75,42
"9a03f424",20,20,100,4,0,5
"d9c2f2ee",92,0,NA,4.5,50,17
"18023b14",60,40,17,3,100,15
"5ddedb6d",64,27,0,0.67,0,11
"b4b565f9",36,7,0,0.58,75,42
"eedd8c93",29,12,33,6,0,24
"3c1a6765",61,27,44,5,83,40
"d6232828",41,15,0,0.57,43,39
"fee3805e",85,38,0,0.4,50,13
"90ee0d6b",70,60,50,8,60,20
"58dd8742",60,0,NA,1,83,20
"daec175b",45,10,100,1.17,17,20
"2e58a2de",50,0,NA,1,0,3
"bd05c924",53,21,44,2,50,43
"32358035",78,44,0,1,67,9
"5e60b39d",100,100,100,4,0,2
"71080044",57,20,17,2.43,67,30
"b5a5433e",47,33,40,1,25,15
"8c4387a6",100,100,0,0,0,1
"31f2f476",100,100,0,0,100,4
"b1d87dc3",47,31,9,2,75,36
"0983e0d4",26,13,0,1,25,23
"810383d1",40,30,12,1.07,56,88
"a062876d",100,0,NA,0,0,1
"28c20bef",50,0,NA,0,NA,2
"a1b23c99",36,36,23,4,40,40
"dba70dc9",40,13,0,1.5,50,45
"1404f662",40,0,NA,1,NA,5
"4cf7bbc7",100,40,100,5,100,5
"db8d5dc1",70,20,0,0.25,0,10
"c79706c9",59,24,0,1,73,69
"472da039",67,67,50,1,0,3
"5dc86ab2",57,29,50,8,33,7
"23ff45a4",63,25,7,0.57,62,59
"f5af4b2f",67,0,NA,0,50,3
"fd53dc5a",64,52,15,1,67,25
"cf660bdd",80,20,0,0.5,0,5
"e9673a26",67,15,0,1.38,44,27
"54bb7eb6",100,100,100,1,0,1
"e8b31979",75,0,NA,0.67,67,12
"e6ae9dfc",42,17,0,2,33,12
"62a29382",63,21,75,1.7,50,19
"248b26f0",37,11,0,0.25,50,19
"303a18d7",50,0,NA,2,100,6
"971f1fcd",67,50,0,0.5,50,6
"f7518930",50,12,0,0.14,67,8
"7665fa69",56,36,21,3,46,66
"b52271e3",50,30,33,2,33,10
"11b4024b",100,100,0,0,0,1
"45279770",78,44,0,0.25,60,9
"67f22e3d",50,0,NA,0.33,100,2
"61d0bd71",43,36,0,0.6,100,28
"05f53fe8",50,15,0,1,50,20
"1252b605",80,60,0,3,0,10
"d839f293",47,21,8,1.29,50,58
"36cfae90",35,5,0,3,33,20
"b4f90475",52,12,0,0.27,50,25
"c53076e5",100,100,100,2,0,1
"d11559d5",48,10,0,1,40,29
"1c718d2a",21,14,0,1,25,29
"49f2ec05",50,25,0,0.5,0,4
"565a8722",52,12,0,2.18,56,65
"a275112b",56,22,0,1,40,9
"6e959564",62,34,20,2,60,32
"c6c435d9",55,45,60,1.5,100,11
"03406ac3",60,20,0,1,0,5
"35dc7f13",33,0,NA,1,100,9
"a8fa6028",66,28,0,0.7,45,29
"52e97394",44,44,50,1.33,0,9
"a396ce76",100,53,62,4.33,57,15
"eec629c6",67,7,0,0.5,50,15
"6b38e9f6",40,20,0,0.33,100,5
"e6a43c8b",80,20,0,2,0,5
"2d4eadfd",100,0,NA,0,100,1
"5421bd01",100,0,NA,0,NA,1
"d0021797",56,18,17,1.44,60,34
"7bc3ea29",53,40,0,0,33,17
"2bcbbcd5",44,30,13,2.2,50,50
"b54cc8eb",77,46,50,3.5,33,13
"b4f55243",58,33,0,1,100,12
"96fed3fc",33,8,0,2,100,12
"8d734a79",0,0,NA,1,100,1
"f51f312a",57,43,33,1.5,0,7
"d82046f1",57,11,0,0.78,67,33
"50c7ecdb",35,13,0,1,0,23
"0695f2fa",22,22,0,1,100,9
"ab4b3696",56,11,0,2,100,9
"f07572fd",54,10,25,2.38,33,41
"5bf04d9c",62,25,0,2,0,8
"7b06be71",50,25,50,2,33,8
"92dfb3eb",51,18,12,1.75,33,52
"db13fa86",36,0,NA,5,33,28
"cf14ce56",57,43,0,1,NA,7
"0721e4ec",14,0,NA,0,100,7
"55b60a2e",31,16,20,3.5,40,32
"b23dac89",32,11,0,1,33,37
"375a70d1",58,37,43,1.67,67,19
"e9332e0e",60,35,0,0,100,20
"8178dccc",100,0,NA,0,0,1
"d0c91abe",65,4,100,1.29,80,24
"e3ada1bb",81,19,33,0.29,62,16
"8963c5f7",62,50,0,0,0,9
"4d5f31e7",44,44,14,1,67,16
"feb6dc99",31,12,0,0,67,16
"a7907aa7",47,3,100,1.08,62,30
"d45b420b",80,40,0,1,0,5
"f6a2055f",73,9,0,1.33,100,11
"07bbc59a",100,100,50,2,0,2
"5104a821",42,33,0,1,NA,12
"7c48f69f",58,42,20,1,100,12
"fb94b073",100,100,0,1,0,3
"a41c0852",73,33,10,2.2,50,36
"52fb493c",50,19,0,3,75,17
"065ee4f8",80,40,0,0,0,5
"6396063c",29,16,0,8,60,62
"ba35ba24",100,33,33,1,0,9
"0edd0864",100,33,0,2,100,3
"0123db1b",0,0,NA,0,NA,3
"0f0569eb",53,22,0,1.5,67,35
"ebdda431",67,42,20,1.5,29,24
"1eaccb8d",40,30,0,3,50,11
"42ed84a0",36,9,100,3,100,11
"c64a0610",62,33,12,0.71,43,24
"e74d7a11",38,0,NA,2,0,8
"3ed8b21d",75,75,0,0,0,4
"fea29475",42,33,0,0,0,24
"5ee7d96d",30,12,50,3,50,33
"95989291",20,10,0,0,100,11
"ed4ddaf6",18,18,50,1,100,11
"c2d6b6af",61,24,0,0.67,62,37
"256586fa",50,10,20,2.71,54,105
"cf70906b",100,50,0,1,100,2
"35d07415",0,0,NA,0,0,2
"6ebc7826",54,23,0,0.5,80,13
"091f20e6",100,0,NA,3,0,4
"5f65f172",60,40,0,0,0,10
"84de0163",54,48,0,2,80,48
"70aa10d3",38,22,0,0.5,80,32
"9ccfa7bd",27,27,33,2,0,11
"e90488c4",50,0,NA,0.12,40,10
"ab818e25",57,0,NA,1.5,67,14
"382dcd80",100,100,0,0,100,1
"c68866e5",33,33,0,0,0,9
"b96ae6ce",58,24,0,1.33,33,33
"482ede22",50,21,0,0.6,67,28
"069b4431",41,22,0,2,50,46
"6261fd91",22,22,0,0,0,9
"038198a4",75,25,0,1,33,8
"1ff2129e",69,62,12,1,50,13
"121de773",17,17,0,0,NA,12
"94d583c5",27,9,0,0.5,100,12
"49289e94",67,30,50,6,33,27
"55d92803",35,23,0,1,86,27
"ad0e6946",76,6,100,5,100,17
"fd4731db",47,6,0,0.8,25,17
"3abc407c",67,0,NA,1,33,12
"cbb97b98",54,0,NA,1,40,13
"55fe60e1",75,44,0,4,33,19
"1b070175",30,30,0,2,0,10
"adab4c08",33,0,NA,0.33,100,6
"665e8b0e",33,33,50,1,NA,6
"fa54e5b2",38,15,0,0.17,0,13
"643f674d",53,10,17,2.8,54,60
"5f1bd408",33,0,NA,0,NA,3
"74fc9a34",29,6,0,1,0,17
"c9962b67",55,29,11,8,100,31
"1f22dc57",43,29,0,0,0,7
"95c4ba2b",57,14,50,0.5,75,14
"6c411bc3",100,80,25,2,33,5
"a789a11e",91,64,14,1,67,14
"cdffbc4e",48,3,100,1.22,75,40
"222e08f9",64,20,20,0.69,44,25
"65e1fd43",78,22,50,2,100,10
"727ab656",100,100,0,0,0,3
"5a33d315",67,0,NA,1,50,7
"45c43ae3",33,33,33,1,100,9
"d8476f0e",44,33,33,1.5,50,9
"7f6520bc",25,19,0,3.5,67,16
"1234ddd6",31,8,0,0.5,NA,16
"fa0d5dc7",25,25,0,2,100,4
"064f3e16",50,0,NA,1,NA,4
"d8818dde",20,0,NA,3,100,30
"e42ee4d1",37,30,0,1,80,30
"77a5f8af",100,33,67,0.8,20,9
"0a6dfaf0",100,100,0,0,0,1
"b0891f78",60,40,50,1,0,5
"2f93fa32",53,27,0,0.8,57,30
"cd4ab955",57,14,0,2.5,100,7
"9dabce2d",86,14,0,0.5,0,7
"5f706a28",38,12,100,0.5,100,9
"0189d1e7",22,22,50,2,0,9
"f724b52b",100,100,0,0,0,1
"2222d2d9",69,2,0,1.55,64,42
"473c5d0c",75,75,0,0,0,4
"e7c6df08",68,48,33,1.6,50,25
"d0803b4c",100,50,50,2,100,4
"03c63f78",25,25,0,0,NA,4
"eff83a0e",57,14,0,0,33,7
"16129c43",57,21,67,2.75,20,14
"0450d8ba",68,36,0,2.5,71,22
"35458662",60,30,17,4,33,20
"258868a8",35,16,0,2,100,37
"81835ca8",62,25,50,3,33,16
"6fca8691",50,17,0,1.2,75,18
"77c3c556",38,19,0,1.5,0,16
"86128052",26,18,0,5,50,42
"afa2496a",31,25,50,1.17,60,16
"cfc2311b",69,46,17,1,50,13
"5bdccbb1",69,15,0,0.75,50,13
"5c209228",62,0,NA,1.75,33,21
"8302519b",49,14,0,1,67,37
"7d28ee2e",42,33,25,1.67,0,12
"737bb0cf",73,7,0,1.5,33,15
"fe5980d8",100,100,0,0,0,1
"f548144b",58,21,0,1.25,80,19
"62156ebf",40,0,NA,2,0,5
"4cdf8b75",44,33,67,2.67,100,18
"c3410dca",0,0,NA,0,NA,8
"a6f83698",100,50,100,2,100,2
"89f1fcaf",100,50,0,1,100,2
"28899348",38,18,14,3,60,80
"7078838e",50,45,11,3,0,20
"38c0b3e7",71,0,NA,1,0,7
"88f63fb4",21,7,0,0.78,50,29
"f86104a4",20,13,50,1,100,15
"305f72fc",47,33,20,8,50,15
"d8389445",33,0,NA,3,0,3
"afe46b7a",79,50,57,0.89,60,14
"d6039fa4",0,0,NA,0,NA,1
"7051ac01",53,20,33,13,75,15
"321096be",43,14,100,0.25,0,7
"8f9d91fb",44,44,25,3,100,18
"4389165e",29,0,NA,1,100,18
"65cc3cc2",75,0,NA,4,0,4
"672488c3",57,29,50,0.67,0,7
"b9883deb",50,20,0,2,100,10
"078ff65c",40,30,0,0.5,50,10
"9c193532",32,23,6,2.67,0,69
"36decd53",56,11,100,1,0,10
"f5f7f676",45,18,0,6,100,11
"a2ea503b",43,29,25,4,33,14
"5a5dade1",62,31,25,0.5,80,14
"63384953",18,7,0,4.5,33,44
"d80491ab",100,0,NA,0,0,2
"1439dacd",54,27,0,2.17,38,46
"0f0ff923",67,67,0,2,100,3
"d863049c",50,0,NA,3,0,2
"a54f8950",45,9,0,0,50,11
"2323310c",100,100,100,0.67,100,2
"5cbd3b35",100,0,NA,2,0,1
"8fe6eb22",82,45,10,9,0,24
"16d8d8cc",56,22,0,2,50,9
"27672e70",80,40,0,0,100,5
"4545626f",100,75,0,0,0,4
"48aeb404",33,0,NA,0.25,50,3
"bd3dbe5c",60,20,0,0.4,100,5
"eb85a5c1",0,0,NA,0,NA,3
"476f2c5c",64,15,33,0.73,67,44
"67c286bd",25,12,0,0.67,50,9
"1ee1eb98",67,13,0,0.43,80,15
"84c5e8e2",64,9,100,2.25,33,11
"e7cb0b51",100,100,100,3,0,1
"d3437773",32,26,0,3,100,19
"2691d2c8",53,32,17,1.5,67,19
"097a48a1",33,33,0,1,0,6
"e1d81559",70,5,0,1.07,50,54
"2cbf01f7",67,22,0,0.67,0,9
"13ee7492",32,2,0,0.12,100,44
"6581dac3",57,0,NA,2.44,11,35
"9828fbe3",50,25,50,4,33,8
"884d5944",62,38,20,0.4,100,17
"48935ea8",56,11,100,1.67,67,9
"0cdaed69",44,22,0,0.75,50,9
"d7073bbd",71,7,0,8,33,14
"4b80caff",64,18,0,2,75,11
"522f0d9b",100,100,0,0,0,1
"532c8e8c",77,38,20,1.57,67,14
"9b426de4",41,16,40,2.5,50,36
"0ef40d8e",46,29,0,2,29,24
"a1553a9f",33,0,NA,0,0,3
"d7c5130e",52,20,20,1.62,50,25
"44617e4c",47,5,0,2.25,25,19
"3160e24e",71,0,NA,0.14,25,14
"4aea0a28",50,0,NA,1,NA,2
"2c70d1c2",50,50,0,0,100,2
"2312a530",50,25,100,3,50,4
"32809f66",51,18,0,1.11,44,55
"e9d99126",75,0,NA,3,33,5
"5f7a2c61",75,8,0,3,60,12
"e8c4e03f",56,56,0,1,50,9
"ce492b63",36,29,0,0.5,50,14
"95db16fb",57,29,25,1.33,75,14
"e3b4cf03",9,9,0,3,NA,22
"85ad02fe",64,27,0,2.5,NA,22
"b1aef857",50,20,0,2,100,10
"81713517",64,0,NA,0.83,50,14
"d81d2ba2",46,17,0,1,33,24
"8a43ba99",83,52,27,4,38,35
"519c4384",58,25,0,1.25,67,12
"910490b7",50,25,0,2,100,12
"1ab946f8",100,100,0,0,0,1
"749e976d",87,73,9,1,100,17
"d03165ed",22,11,100,1,NA,9
"0415ca45",100,0,NA,3,100,3
"674e31fa",100,100,0,0,0,2
"b121e22a",100,50,0,0,NA,2
"f99ec954",100,100,50,3,100,2
"cf822ee5",50,8,0,2,0,12
"77d0ee05",56,33,11,2.67,40,30
"0d96749f",46,38,0,0.5,0,13
"e9bac295",42,15,0,1,100,26
"3bae0c94",40,20,33,2.5,67,15
"cf4b58e9",27,13,0,2,100,15
"c6c84f29",100,100,0,0,0,1
"c533707c",36,9,0,1.75,25,22
"cd4eae57",0,0,NA,0,NA,1
"7ef84f88",100,100,0,2,100,1
"171c67f5",29,0,NA,1.25,80,34
"21192339",38,3,0,1.31,14,40
"4d069c2f",50,25,0,0,100,4
"6d8caf40",100,0,NA,0,100,2
"13e43321",50,50,100,1,NA,2
"c394e849",35,18,0,0,33,19
"992cfa62",20,20,50,2,100,10
"cc2166e9",25,21,20,1,50,24
"fe45aa33",67,38,11,0.5,43,24
"9aeebfd7",61,21,17,0.75,45,28
"8e145c4e",34,19,0,0.75,67,47
"aaa55fc7",13,7,0,0.5,0,15
"fc3959c1",100,0,NA,0,0,1
"ddea779f",31,15,0,0.25,86,26
"db1c4230",20,20,0,1,50,5
"82fd3aa4",41,19,20,1.33,33,27
"e87b26f8",47,21,25,1,43,19
"be1b68b9",100,100,0,0,0,1
"799a62c1",86,86,0,0,33,7
"c18bd13a",33,33,0,0,100,3
"86c0a841",33,0,NA,0,100,3
"2544aa36",50,0,NA,3,50,12
"ca4eebfa",50,0,NA,0,0,3
"2e60b361",33,17,0,1,100,6
"7764313d",0,0,NA,0,NA,1
"3066cb77",63,20,18,7,60,54
"fe68f31b",56,12,50,1.2,17,16
"1003709c",75,50,0,0,0,4
"0766c158",60,30,33,2,100,10
"30cfbe30",50,14,0,0.17,40,14
"abddae11",27,17,0,1.33,33,30
"4cfe6450",50,8,50,1.33,75,24
"3cd6c1bd",46,21,0,6,50,24
"a8a6bfee",50,50,0,0,NA,2
"23fd8fbb",100,100,0,1,100,2
"d0a41f0f",67,0,NA,0,NA,3
"04cf872d",67,67,0,1,100,3
"8e86034b",32,18,17,2.67,44,66
"3686c3a8",45,27,22,5,0,33
"37dda4d9",74,11,0,1.29,75,19
"a0c66f35",44,33,0,0.2,0,9
"51940be1",56,22,50,3.5,100,9
"3c38c33c",44,33,0,0,33,9
"186e7d01",67,22,0,0.5,100,9
"04823aef",47,35,11,1,56,51
"621147a5",44,11,33,4,40,27
"61193cd5",3,0,NA,1,NA,31
"9b186ab3",0,0,NA,0.5,100,2
"2778c755",50,0,NA,1,100,2
"dfe1164f",100,50,0,2,0,4
"c8b99328",42,32,50,6,0,19
"aa730c97",69,8,0,0.5,100,13
"fa7e0924",15,8,100,1,NA,13
"ef5e2344",67,58,0,0,100,12
"d9864a0b",100,0,NA,0,0,1
"7b0546e6",43,29,50,4.5,0,21
"d49fec88",46,23,0,0.43,67,57
"63ac4d19",91,9,100,7,50,11
"3b7f8554",55,27,0,0,100,11
"03f6efed",50,0,NA,1,0,2
"6c648b60",50,29,0,1,100,14
"f492e826",29,14,50,4.5,17,14
"fcfdb05d",57,0,NA,0.5,82,28
"9e478bdc",25,25,100,0.33,0,4
"c5f83f1d",67,47,21,2.88,43,51
"4ac7a0c9",56,22,50,0.8,100,9
"4781fb46",57,43,33,1.5,0,7
"93ec3cb0",48,4,0,0.33,29,25
"2ba64b44",64,9,100,10,75,11
"7fa6838b",27,0,NA,0.33,100,11
"7e96e68b",100,0,NA,1,0,1
"16bc564a",33,13,0,1,67,30
"323f9134",50,21,0,0,75,30
"01cc3829",100,100,0,0,0,1
"6944f828",73,45,40,1,100,11
"d3bda854",56,25,50,6,0,16
"d048521c",29,16,10,1.2,57,63
"aa1b45e2",39,28,15,8,60,46
"204e9eb3",33,22,0,0.6,50,46
"46405d12",74,67,33,7,20,27
"7ade5458",42,25,0,0,0,12
"7feae264",23,14,67,3,0,22
"6c904379",58,48,20,1.2,100,37
"b62a6195",44,28,0,1,0,18
"3a864c00",48,30,0,3,100,23
"0b42888f",38,31,25,3,0,13
"874df1d7",34,31,17,4.5,80,94
"9de50b32",56,33,0,0.75,0,27
"a5f58ce6",52,15,0,3,50,27
"ebbbc207",25,12,0,1,0,10
"81f8c034",65,15,25,2.25,71,26
"01258f1e",40,20,50,1,0,10
"7df80906",67,33,100,1,100,3
"ccfbd44e",0,0,NA,0,NA,3
"b0fa60ef",53,33,11,2.8,25,55
"b3106f00",56,56,20,1,33,9
"14a03105",27,12,0,4.5,60,59
"8bf41c22",54,19,0,2.43,56,37
"13c23dd5",100,100,0,0,0,1
"ccfafcdf",33,24,0,0.8,57,33
"31087ecd",100,0,NA,2,0,1
"9cc5b9fe",40,33,60,7,100,19
"7ac9a0cb",42,0,NA,0.8,50,19
"ac3acdb4",100,100,29,2,67,7
"d7b45f4a",55,24,0,5,40,34
"6d26f618",35,18,0,0.5,67,18
"36961029",45,6,0,0.31,72,64
"cbe7fe58",40,20,0,1,0,6
"970f2e93",25,25,0,0,0,4
"a275fe10",35,27,29,0.29,40,26
"caeb40b6",100,100,0,0,0,1
"b33fd807",53,23,0,0.32,62,31
"fd0ff771",77,8,0,0.8,25,13
"001af494",60,30,33,6,100,10
"f66c33ed",28,6,0,1,0,19
"c2d89eb5",37,0,NA,1.2,75,19
"dfef4082",17,17,40,1.5,50,30
"8388ada9",75,38,0,0.4,75,30
"98a9397b",40,40,25,2,0,10
"976b795f",52,20,0,0.38,67,31
"9c34b49b",67,33,0,0,100,3
"8c741ae2",67,33,100,4,NA,3
"53c8b38d",37,20,0,9,43,51
"d3bef2e2",57,14,0,0.22,50,21
"e352bbbf",29,21,0,2,50,14
"efb10961",60,13,0,6,0,17
"bbf93bdb",78,78,0,0,25,20
"e5d0b0f2",100,0,NA,0,0,1
"ba77f1e6",50,17,50,0.67,25,12
"bdd833f3",80,80,50,2,100,5
"63d83a7d",80,20,0,2,NA,5
"f196d34c",53,27,0,0,60,16
"b56a1a99",44,21,0,2.25,67,61
"6b825efe",46,32,22,4,40,28
"0cf0b9a0",44,16,25,3,17,25
"1233aeda",61,11,0,0.88,57,28
"9fdb8fb8",100,0,NA,0,0,1
"caf6a2f3",80,40,50,7,100,10
"7e7345da",63,19,17,1.7,50,63
"1310c19c",20,10,0,0,0,10
"004ec8a3",30,0,NA,1,25,23
"9d1e2683",100,100,100,2,0,1
"98a9de6f",41,12,0,1.29,67,17
"ae4d81d3",36,8,0,2,33,36
"d5b0069c",0,0,NA,0,NA,4
"bb10af51",67,27,50,6,33,15
"c7238f1a",100,100,0,0,0,1
"1bd583cd",39,22,20,5,40,23
"b6d73f6b",67,0,NA,1,0,6
"8084ade4",67,28,0,0.75,71,18
"6b9531e7",32,16,40,1.33,25,31
"40dbf93e",57,34,17,2.67,67,35
"945d9535",57,0,NA,2,70,28
"7eade4ee",100,0,NA,1,0,1
"b82aa3d0",25,0,NA,0.33,100,4
"51fca5b5",50,0,NA,3,0,2
"c3eebf41",71,14,0,5,40,15
"0b437e62",77,46,0,2,60,13
"b5cffd68",50,0,NA,1,0,2
"94a0dfd5",32,14,33,1.5,20,23
"34d5b63e",60,35,29,8,67,23
"c1e72ff2",43,7,33,1.1,44,44
"b2f8e0d9",54,46,17,3,33,16
"0a7f71eb",71,0,NA,0.75,33,14
"f2734e7b",58,23,50,0.57,20,26
"b430c95b",37,20,14,0.75,17,35
"3b7f9dda",18,9,0,0.2,0,11
"38a017f5",56,0,NA,1.67,0,11
"ef36390a",45,18,50,2.33,100,11
"5ebc9e8f",39,17,67,2.5,25,18
"e02f13e0",67,6,0,1.29,100,18
"883f6fba",29,0,NA,1,100,7
"d9849450",71,29,50,3,100,7
"32c269af",0,0,NA,0,NA,1
"652b616f",100,0,NA,1,100,1
"89346fa1",35,6,0,1.25,25,18
"7f01313f",35,0,NA,2.33,100,20
"e5885105",30,0,NA,0,100,10
"675dac7b",40,30,0,1,100,10
"03ff7f2c",100,100,0,0,0,1
"f3845a54",70,40,0,2,100,10
"6a54e2ea",40,0,NA,1,NA,10
"bca3489a",33,33,0,2,0,6
"c4cc2294",50,19,0,0.83,100,26
"fbd7def0",40,0,NA,4,0,5
"98235733",47,29,0,0,100,17
"186f2d52",60,0,NA,0,33,5
"ed9acb4d",71,47,0,0.75,50,17
"3f092eee",100,67,0,0,0,3
"db988d37",52,52,18,1,50,21
"6df70ea3",31,23,33,1,100,13
"c34fe033",69,46,33,4,100,13
"96a51718",66,41,8,6,67,29
"3a134128",53,20,0,0.5,50,15
"0094067f",25,25,0,0,0,8
"43e5f9cb",50,25,0,1,100,12
"0fc08fa3",68,42,12,0.8,80,20
"a54bff8d",50,17,50,5,0,12
"5aea38c0",80,80,0,0,33,6
"f390712c",44,39,14,0.58,60,18
"c15fb28c",86,71,40,2,0,7
"b1a7a642",52,16,11,1.5,30,56
"fb10a828",56,22,14,9,67,35
"41e7a8a5",57,21,0,2.5,0,14
"07601d63",70,0,NA,0.67,0,10
"1d2b60a8",59,31,8,5.33,67,39
"029cdd26",50,50,33,2,0,6
"7aa9ace2",64,5,0,1.33,50,22
"4d87a905",46,25,29,2,50,28
"529c8af3",46,38,20,3,0,13
"692ed8b8",40,0,NA,0.5,33,15
"700045ad",37,16,33,2,40,19
"005dfb56",62,12,100,4,0,8
"cc8b9328",62,23,0,0,71,13
"44a1dd43",0,0,NA,0,NA,1
"cb364e10",100,0,NA,0,100,1
"3bef7888",100,100,0,0,100,1
"b993f3f0",50,21,0,9.5,57,99
"53c14650",32,8,0,1.25,33,38
"ffc62332",62,21,0,6,0,24
"0bd571f8",0,0,NA,0,NA,1
"16b97ef1",100,0,NA,0,100,1
"d6b72275",50,0,NA,0,0,2
"cfdddacc",36,18,0,2,50,25
